"表章項目 コード","表章項目 補助コード","表章項目","時間軸(年次) コード","時間軸(年次) 補助コード","時間軸(年次)","地方入国管理局・支局・出張所 コード","地方入国管理局・支局・出張所 補助コード","地方入国管理局・支局・出張所","/在留資格審査の受理・処理","受理_総数","受理_旧受","受理_新受","既済_総数","既済_許可","既済_不許可","既済_その他","未済","受理_総数","受理_旧受","受理_新受","既済_総数","既済_許可","既済_不許可","既済_その他","未済","受理_総数","受理_旧受","受理_新受","既済_総数","既済_許可","既済_不許可","既済_その他","未済","受理_総数","受理_旧受","受理_新受","既済_総数","既済_許可","既済_不許可","既済_その他","未済","受理_総数","受理_旧受","受理_新受","既済_総数","既済_許可","既済_不許可","既済_その他","未済","受理_総数","受理_旧受","受理_新受","既済_総数","既済_許可","既済_不許可","既済_その他","未済"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50310","","川崎出張所","","426","2","424","425","425","0","0","***","9,666","369","9,297","9,261","9,122","28","111","***","1,959","75","1,884","1,855","1,742","45","68","***","2,969","0","2,969","2,964","2,959","2","3","***","1,138","0","1,138","1,138","1,138","0","0","***","2,455","650","1,805","1,909","1,122","691","96","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50320","","名古屋出入国在留管理局管内","","2,255","1","2,254","2,255","2,252","2","1","***","99,630","4,019","95,611","93,664","92,376","262","1,026","***","39,021","1,958","37,063","36,527","34,882","724","921","***","18,735","16","18,719","18,723","18,615","76","32","***","5,748","4","5,744","5,744","5,732","11","1","***","17,491","5,233","12,258","11,188","8,799","2,125","264","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50330","","名古屋出入国在留管理局","","1,307","1","1,306","1,307","1,304","2","1","***","68,395","2,544","65,851","63,999","63,017","191","791","***","32,256","1,584","30,672","30,316","28,930","621","765","***","9,115","9","9,106","9,106","9,011","68","27","***","2,997","4","2,993","2,993","2,982","11","0","***","11,907","4,134","7,773","7,376","5,760","1,455","161","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50340","","中部空港支局","","1","0","1","1","1","0","0","***","139","0","139","139","139","0","0","***","23","0","23","23","23","0","0","***","3,997","0","3,997","3,997","3,997","0","0","***","271","0","271","271","271","0","0","***","0","0","0","0","0","0","0","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50350","","富山出張所","","83","0","83","83","83","0","0","***","2,754","131","2,623","2,603","2,563","6","34","***","724","38","686","673","641","17","15","***","597","0","597","597","592","5","0","***","131","0","131","131","131","0","0","***","551","115","436","379","293","70","16","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50360","","金沢出張所","","56","0","56","56","56","0","0","***","2,051","56","1,995","1,989","1,977","0","12","***","639","22","617","592","576","6","10","***","903","0","903","903","902","0","1","***","81","0","81","81","81","0","0","***","239","55","184","154","114","36","4","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50370","","福井出張所","","38","0","38","38","38","0","0","***","1,644","80","1,564","1,551","1,537","9","5","***","579","35","544","517","511","1","5","***","174","0","174","174","174","0","0","***","142","0","142","142","142","0","0","***","278","56","222","204","179","24","1","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50380","","岐阜出張所","","143","0","143","143","143","0","0","***","5,242","206","5,036","5,013","4,975","6","32","***","1,285","98","1,187","1,157","1,118","13","26","***","1,120","1","1,119","1,120","1,119","1","0","***","407","0","407","407","407","0","0","***","1,047","277","770","777","641","120","16","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50390","","静岡出張所","","163","0","163","163","163","0","0","***","7,123","230","6,893","6,870","6,817","3","50","***","1,674","78","1,596","1,532","1,458","18","56","***","1,683","2","1,681","1,681","1,680","0","1","***","386","0","386","386","385","0","1","***","1,293","241","1,052","724","555","154","15","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50400","","浜松出張所","","224","0","224","224","224","0","0","***","6,353","437","5,916","5,915","5,830","25","60","***","958","36","922","910","839","36","35","***","690","1","689","689","685","2","2","***","619","0","619","619","619","0","0","***","1,204","186","1,018","909","718","173","18","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50410","","豊橋港出張所","","139","0","139","139","139","0","0","***","3,437","164","3,273","3,265","3,231","19","15","***","645","46","599","589","573","10","6","***","174","2","172","174","174","0","0","***","364","0","364","364","364","0","0","***","598","93","505","389","316","47","26","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50420","","四日市港出張所","","101","0","101","101","101","0","0","***","2,492","171","2,321","2,320","2,290","3","27","***","238","21","217","218","213","2","3","***","282","1","281","282","281","0","1","***","350","0","350","350","350","0","0","***","374","76","298","276","223","46","7","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50430","","大阪出入国在留管理局管内","","1,901","83","1,818","1,817","1,429","16","372","***","63,171","3,003","60,168","59,408","58,374","212","822","***","23,109","1,398","21,711","21,291","20,081","476","734","***","36,211","111","36,100","36,094","35,855","113","126","***","5,882","1","5,881","5,882","5,881","0","1","***","8,562","2,182","6,380","6,127","3,762","2,115","250","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50440","","大阪出入国在留管理局","","1,079","60","1,019","1,024","799","16","209","***","37,910","2,126","35,784","35,245","34,519","150","576","***","15,526","1,064","14,462","14,078","13,219","312","547","***","12,306","99","12,207","12,198","12,017","74","107","***","1,806","1","1,805","1,806","1,805","0","1","***","5,493","1,539","3,954","3,847","2,235","1,470","142","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50450","","関西空港支局","","1","0","1","1","1","0","0","***","265","0","265","265","265","0","0","***","87","0","87","87","87","0","0","***","13,180","0","13,180","13,180","13,180","0","0","***","2,423","0","2,423","2,423","2,423","0","0","***","0","0","0","0","0","0","0","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50460","","神戸支局","","353","6","347","336","260","0","76","***","12,602","372","12,230","12,182","11,996","45","141","***","4,432","229","4,203","4,226","3,980","132","114","***","5,186","7","5,179","5,179","5,130","37","12","***","837","0","837","837","837","0","0","***","1,470","270","1,200","1,055","688","322","45","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50470","","大津出張所","","163","7","156","155","113","0","42","***","3,230","135","3,095","3,056","3,031","3","22","***","484","23","461","453","437","5","11","***","467","0","467","467","466","1","0","***","283","0","283","283","283","0","0","***","569","103","466","433","303","101","29","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50480","","京都出張所","","165","3","162","164","157","0","7","***","6,188","223","5,965","5,903","5,849","4","50","***","1,877","45","1,832","1,788","1,735","6","47","***","4,494","5","4,489","4,493","4,487","0","6","***","304","0","304","304","304","0","0","***","520","150","370","397","265","114","18","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50490","","舞鶴港出張所","","10","0","10","10","10","0","0","***","269","7","262","226","215","4","7","***","62","12","50","48","47","0","1","***","24","0","24","24","24","0","0","***","14","0","14","14","14","0","0","***","48","16","32","39","31","8","0","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50520","","奈良出張所","","48","1","47","48","36","0","12","***","967","54","913","892","888","0","4","***","231","5","226","226","218","2","6","***","294","0","294","294","294","0","0","***","91","0","91","91","91","0","0","***","171","41","130","128","83","39","6","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50530","","和歌山出張所","","14","1","13","14","11","0","3","***","689","38","651","671","661","4","6","***","143","7","136","136","118","12","6","***","131","0","131","131","131","0","0","***","28","0","28","28","28","0","0","***","90","20","70","68","45","23","0","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50540","","姫路港出張所","","68","5","63","65","42","0","23","***","1,051","48","1,003","968","950","2","16","***","267","13","254","249","240","7","2","***","129","0","129","128","126","1","1","***","96","0","96","96","96","0","0","***","201","43","158","160","112","38","10","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50550","","広島出入国在留管理局管内","","309","2","307","306","301","0","5","***","21,899","994","20,905","19,891","19,700","13","178","***","11,546","609","10,937","10,627","10,474","26","127","***","6,208","11","6,197","6,189","6,187","0","2","***","702","0","702","702","702","0","0","***","1,643","358","1,285","1,331","1,181","108","42","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50560","","広島出入国在留管理局","","137","0","137","137","136","0","1","***","13,174","624","12,550","11,677","11,567","8","102","***","8,967","489","8,478","8,178","8,083","13","82","***","1,355","3","1,352","1,348","1,348","0","0","***","290","0","290","290","290","0","0","***","715","150","565","602","499","79","24","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50570","","境港出張所","","13","0","13","13","13","0","0","***","428","8","420","393","381","0","12","***","102","2","100","101","94","0","7","***","145","1","144","144","143","0","1","***","18","0","18","18","18","0","0","***","76","21","55","59","54","5","0","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50580","","松江出張所","","31","0","31","31","31","0","0","***","786","22","764","741","730","0","11","***","71","2","69","68","67","1","0","***","108","0","108","108","108","0","0","***","109","0","109","109","109","0","0","***","106","12","94","93","92","0","1","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50590","","岡山出張所","","58","0","58","57","57","0","0","***","3,839","182","3,657","3,551","3,528","3","20","***","910","30","880","856","837","4","15","***","2,095","6","2,089","2,084","2,083","0","1","***","160","0","160","160","160","0","0","***","361","75","286","269","241","18","10","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50600","","福山出張所","","47","2","45","45","41","0","4","***","2,578","121","2,457","2,476","2,450","1","25","***","1,119","72","1,047","1,066","1,051","2","13","***","782","0","782","782","782","0","0","***","53","0","53","53","53","0","0","***","249","63","186","189","182","5","2","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50610","","広島空港出張所","","0","0","0","0","0","0","0","***","16","0","16","16","16","0","0","***","7","0","7","7","7","0","0","***","1,158","0","1,158","1,158","1,158","0","0","***","11","0","11","11","11","0","0","***","0","0","0","0","0","0","0","***"
"160","","在留資格取得等処理人員【人】","2016000000","","2016年","50620","","下関出張所","","11","0","11","11","11","0","0","***","540","28","512","515","508","1","6","***","240","13","227","225","210","5","10","***","305","1","304","305","305","0","0","***","41","0","41","41","41","0","0","***","65","20","45","62","58","0","4","***"
